id,title,date,image,list_price,list_price_2,selling_price,description,active_ingredient,therapeutic_action,distributor_product_id,supplier_product_id,timestamp,category_id,enterprise_supplier_product_id,status
509,ALGICAM PETS SOLUTION ORAL 15 ML,2024-05-12,enterprises/Integhra-Logo-CEVA.jpg,0.0,0.0,0.0,Desc. ALGICAM PETS SOLUTION ORAL 15 ML,,,262609,,2025-08-04 04:00:58.17198+00,2.0,19,1
938,CREDELIO PACK X 3 H/  5.5 KG. 112 MG.,2025-07-12,enterprises/logo_redondo.jpg,0.0,0.0,0.0,Desc. CREDELIO PACK X 3 H/  5.5 KG. 112 MG.,Lotilaner.,Pulguicida y Garrapaticida  Perros,81029,,2025-08-04 04:01:18.918654+00,4.0,1598,1
62,CARDIAL  B 5 MG. PALAT X 20 COMP.,2024-02-01,products/dfv/reduced/prod_120207_red.jpg,0.0,0.0,0.0,Desc. CARDIAL  B 5 MG. PALAT X 20 COMP.,"Benazepril  5 mg., Espironolactona 20 mg.",Insuficiencia cardíaca en perros debido a insuficiencia valvular Cardiomiopatía dilatada. El Benazepril actúa como vasodilatador mixto. ,120207,,2025-08-04 04:01:10.487878+00,7.0,8,1
865,CREMA 6A POMO X 15 GR.,2025-07-12,products/dfv/reduced/prod_210051_red.jpg,0.0,0.0,0.0,Desc. CREMA 6A POMO X 15 GR.,"Neomicina 250 mg, Bacitracina 50000 UI, Dexametasona 25 mg, Benzoca_na 1000 mg y Griseofulvina 180 mg","Crema Antibiótica, Antiinflamatoria, Antialérgica, Antipruriginosa, Anestésica y Antimicótica.",210051,,2025-08-04 04:01:50.783977+00,2.0,1599,1
919,FIPRO LABYES 21-40 KG.,2025-07-12,products/dfv/reduced/prod_210252_red.jpg,0.0,0.0,0.0,Desc. FIPRO LABYES 21-40 KG.,Fipronil,"Antiparasitario externo contra pulgas, garrapatas.",210252,,2025-08-04 04:01:54.203569+00,4.0,1599,1
633,SOSTEN ART 25 X  60 COMP,2024-10-29,products/dfv/reduced/prod_261025_red.jpg,0.0,0.0,0.0,Desc. SOSTEN ART 25 X  60 COMP,Idem,"Antiartrósico, regenerador articular, condrogenético.",261025,,2025-08-04 04:02:03.069271+00,6.0,945,1
373,TRATAM INTEGRAL-FIP+LPA- H 24 KG,2024-05-12,products/dfv/reduced/prod_2620030_red.jpg,0.0,0.0,0.0,Desc. TRATAM INTEGRAL-FIP+LPA- H 24 KG,"Fluazurón 2,5 % Imidacloprid 6 %, Permetrina 30 %.(pip)- Lufenurón 115 mg. (2 comp.)",Antiparasitario externo y sistémico.,2620030,,2025-08-04 04:02:27.070832+00,4.0,19,1
423,SPINOMAX DUO 02 A 04 KG 1 TAB X 500 MG,2024-05-12,products/dfv/reduced/prod_262084_red.jpg,0.0,0.0,0.0,Desc. SPINOMAX DUO 02 A 04 KG 1 TAB X 500 MG,Spinosad 30 mg./kg. Y Lufenurón 10 mg./kg.,Combinación de 2 activos pulguicidas por vía oral.,262084,,2025-08-04 04:02:30.134334+00,4.0,19,1
446,ATB LISTO X 100,2024-05-12,products/dfv/reduced/prod_262140_red.jpg,0.0,0.0,0.0,Desc. ATB LISTO X 100,"Penicilina G procaínica 15.000.000 U.I., Penicilina G benzatínica 15.000.000 U.I., Dihidroestreptomicina 14.208.000 U.I., vehículo c.s.p. 100 ml.",Antimicrobiano de amplio espectro.,262140,,2025-08-04 04:02:31.942952+00,2.0,19,1
493,TIU X 30 COMP.(TRATAM P/INCONS URINARIA),2024-05-12,products/dfv/reduced/prod_262296_red.jpg,0.0,0.0,0.0,Desc. TIU X 30 COMP.(TRATAM P/INCONS URINARIA),,,262296,,2025-08-04 04:02:34.469747+00,2.0,19,1
545,REVOL PERRO  5-10 MARRON 12% X 0.5 ML,2024-05-12,products/dfv/reduced/prod_283231_red.jpg,0.0,0.0,0.0,Desc. REVOL PERRO  5-10 MARRON 12% X 0.5 ML,Selamectina.,Antiparasitario interno y externo.,283231,,2025-08-04 04:02:37.163331+00,4.0,20,1
41,VIVIRAM-V INYECTABLE X 10 ML,2024-02-01,products/dfv/reduced/prod_120091_red.jpg,0.0,0.0,0.0,Desc. VIVIRAM-V INYECTABLE X 10 ML,Doxapram clorhidrato 20 mg./ 1 ml.,Analéptico - estimulante respiratorio.,120091,,2025-08-04 04:00:47.385492+00,2.0,8,1
108,MV GATOS URINARIO X 2 KG.,2024-02-01,products/dfv/reduced/prod_590891_red.jpg,0.0,0.0,0.0,Desc. MV GATOS URINARIO X 2 KG.,"Humedad (máx.) 10% Proteina bruta (mín.) 35% Grasas (mín.) 17% Fibras (máx.) 4% Materia mineral (máx.) 6% Calcio (mín.) 0,7% (máx.) 0,8% Fósofro (mín.) 0,6% (máx.) 0,7% Relación Omega 3 / Omega 6 1-4",Alimento completo prescripto para gatos con enfermedad de las vías urinarias bajas.,590891,,2025-08-04 04:02:41.145626+00,10.0,8,1
565,PF ENDUR. DA2P+L,2024-05-12,products/dfv/reduced/prod_901015_red.jpg,0.0,0.0,0.0,Desc. PF ENDUR. DA2P+L,"Virus de moquillo, adenovirus, parainfluenza y leptospira caninos.",Vacuna preventiva del Distemper canino,901015,,2025-08-04 04:02:44.72901+00,11.0,20,1
920,FIPRO LABYES 41-60 KGS.,2025-07-12,products/dfv/reduced/prod_210253_red.jpg,0.0,0.0,0.0,Desc. FIPRO LABYES 41-60 KGS.,Fipronil,"Antiparasitario externo contra pulgas, garrapatas.",210253,,2025-08-04 04:01:53.990314+00,4.0,1599,1
375,ENROPLUS 150 MG 30 FP X10 COMP HOSP,2024-05-12,products/dfv/reduced/prod_262005_red.jpg,0.0,0.0,0.0,Desc. ENROPLUS 150 MG 30 FP X10 COMP HOSP,Enrofloxacina 150 mg en comprimidos.,Antibiótico de amplio espectro. ,262005,,2025-08-04 04:02:27.496024+00,2.0,19,1
311,COLOTRIN PALATABLE X 30 COMP,2024-05-09,products/dfv/reduced/prod_160064_red.jpg,0.0,0.0,0.0,Desc. COLOTRIN PALATABLE X 30 COMP,Glucosamina clorhidrato 300 mg. Condroitín Sulfato 200 mg. Metilsulfonilmetano 500 mg.,"Condroprotector, reconstituyente. (similar al sosten cg)",160064,,2025-08-04 04:01:37.523109+00,6.0,18,1
846,ADVOCATE 25 A 40 KG.,2025-07-12,products/dfv/reduced/prod_200855_red.jpg,0.0,0.0,0.0,Desc. ADVOCATE 25 A 40 KG.,"Imidacloprid 10 % Moxidectin 2,5 %",Antiparasitario interno y externo.,200855,,2025-08-04 04:01:50.035598+00,4.0,1598,1
447,IDOCARB12 X 100 ML.,2024-05-12,products/dfv/reduced/prod_262151_red.jpg,0.0,0.0,0.0,Desc. IDOCARB12 X 100 ML.,"Imidocarb Dipropionato 12%, Cianocobalamina 0,005%.",Hemoparasiticida,262151,,2025-08-04 04:02:32.098584+00,2.0,19,1
670,APLONAL 5% X 50 ML,2024-12-04,products/dfv/reduced/prod_1700000_red.jpg,0.0,0.0,0.0,Desc. APLONAL 5% X 50 ML, Flunixín base (como meglumina) 50 mg,"Analgésico, antipirético, antiendotóxico y antiinflamatorio no esteroide",1700000,,2025-07-28 04:01:41.851286+00,9.0,1070,1
866,FIDER POINT 11-20 KG.,2025-07-12,products/dfv/reduced/prod_210061_red.jpg,0.0,0.0,0.0,Desc. FIDER POINT 11-20 KG.,"Imidacloprid, Permetrina, Piperonil Butóxido.","Antiparasitario externo contra pulgas, garrapatas.",210061,,2025-08-04 04:01:50.854853+00,4.0,1599,1
42,GRISEOFULVINA HOLLIDAY 500 MG X 20 COMP,2024-02-01,products/dfv/reduced/prod_120095_red.jpg,0.0,0.0,0.0,Desc. GRISEOFULVINA HOLLIDAY 500 MG X 20 COMP,Griseofulvina micronizada 500 mg/comprimido.,"Antimicítico, fungistático.",120095,,2025-08-04 04:00:52.766602+00,2.0,8,1
939,CREDELIO PACK X 3 H/ 22 KG. 450 MG.,2025-07-12,enterprises/logo_redondo.jpg,0.0,0.0,0.0,Desc. CREDELIO PACK X 3 H/ 22 KG. 450 MG.,Lotilaner.,Pulguicida y Garrapaticida  Perros,81031,,2025-08-04 04:01:19.010274+00,4.0,1598,1
494,AMOXIVET X 100ML,2024-05-12,products/dfv/reduced/prod_262306_red.jpg,0.0,0.0,0.0,Desc. AMOXIVET X 100ML,Amoxicilina.,"Antibiótico, lactamico, larga acción.",262306,,2025-08-04 04:02:34.770629+00,2.0,19,1
549,APOQUEL  5.4 MG X 20 COMP.,2024-05-12,products/dfv/reduced/prod_283551_red.jpg,0.0,0.0,0.0,Desc. APOQUEL  5.4 MG X 20 COMP.,Oclacitinib,Tratamiento del prurito relacionado con dermatitis alérgica en perros y manifestaciones clínicas de la dermatitis atópica en perros. ,283551,,2025-08-04 04:02:37.319992+00,2.0,20,1
621,VIRBAC CANILEISH (LEISHMANIOSIS),2024-10-28,products/dfv/reduced/prod_296010_red.jpg,0.0,0.0,0.0,Desc. VIRBAC CANILEISH (LEISHMANIOSIS),leishmaniasis,Vacuna contra leishmaniasis,296010,,2025-08-04 04:02:38.310948+00,11.0,945,0
153,CALCIFICANTE TOTAL PG X 60 COMP.,2024-02-16,products/dfv/reduced/prod_60051_red.jpg,0.0,0.0,0.0,Desc. CALCIFICANTE TOTAL PG X 60 COMP.,"Minerales: Carbonato de Calcio 488,6 mg. Iodato de Calcio 0,055 mg. Sulfato de Magnesio 11 mg. Oxido de Cobre 0,205 mg. Oxido de Manganeso 0,175. Vitaminas: A palmitato 1700000 UI/g 588,240 mg. D3 40000000 UI/g 2,500 mg. E 5,000 mg.",Suplemento vitamínico mineral.,60051,,2025-08-04 04:02:41.300286+00,2.0,9,1
158,SH. ANTISEBORREICO BROWER X 200 ML,2024-02-16,products/dfv/reduced/prod_60151_red.jpg,0.0,0.0,0.0,Desc. SH. ANTISEBORREICO BROWER X 200 ML,"Peróxido de Benzoilo 2,5 %","Dermatitis seborreicas, higiene y limpieza.",60151,,2025-08-04 04:02:41.514771+00,5.0,9,1
803,EQVALAN PASTA X 1 JGA.,2025-05-08,products/dfv/reduced/prod_90050_red.jpg,0.0,0.0,0.0,Desc. EQVALAN PASTA X 1 JGA.,"Ivermectina 1,87 %.",Antiparasitario interno.,90050,,2025-08-04 04:02:44.596022+00,3.0,1513,1
205,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,120100,,2024-05-09 04:00:50.566904+00,,8,0
571,PF VANG PLUS 5L4CV X DOSIS,2024-05-12,products/dfv/reduced/prod_901068_red.jpg,0.0,0.0,0.0,Desc. PF VANG PLUS 5L4CV X DOSIS,"Virus de distemper, adenovirus, parainfluenza, parvo, corona y leptospira caninos (4 serovares).",Vacuna septuple con lepto y corona virus canina.,901068,,2025-08-04 04:02:45.084787+00,11.0,20,1
573,PF VANG PLUS CPVCV X DOSIS,2024-05-12,products/dfv/reduced/prod_901070_red.jpg,0.0,0.0,0.0,Desc. PF VANG PLUS CPVCV X DOSIS,Virus de parvo y corona caninos.,Vacuna líquida para la prevención de Parvovirosis y Coronavirosis caninas.,901070,,2025-08-04 04:02:45.131424+00,11.0,20,1
847,FLEEGARD SPRAY X 300 ML.,2025-07-12,products/dfv/reduced/prod_200870_red.jpg,0.0,0.0,0.0,Desc. FLEEGARD SPRAY X 300 ML.,"CCyfluthrin 0,04%, Piriproxifen 0,05 %, Propelentes c.s.p. 100 %",Butóxido de Piperonilo:    1 g.,200870,,2025-08-04 04:01:50.108442+00,2.0,1598,1
867,FIDER POINT 02-10 KG.,2025-07-12,products/dfv/reduced/prod_210060_red.jpg,0.0,0.0,0.0,Desc. FIDER POINT 02-10 KG.,"Imidacloprid, Permetrina, Piperonil Butóxido.","Antiparasitario externo contra pulgas, garrapatas.",210060,,2025-08-04 04:01:50.843111+00,4.0,1599,1
921,BAYCOX X 1 LITRO,2025-07-12,products/dfv/reduced/prod_21040_red.jpg,0.0,0.0,0.0,Desc. BAYCOX X 1 LITRO,"Toltrazuril 2,5 grs.",Trat. y control de infecciones por coccidias aviares.,21040,,2025-08-04 04:01:54.187202+00,2.0,1598,1
198,OCLADERM  3.6 MG X 20 COMP.,2024-05-07,products/dfv/reduced/prod_240013_red.jpg,0.0,0.0,0.0,Desc. OCLADERM  3.6 MG X 20 COMP.,"D-L Metionina 1,500 g",Antipruriginoso,240013,,2025-08-04 04:01:55.243522+00,9.0,9,1
379,FIP FORTE DE 00 A 04 KG. X 1 PIP.,2024-05-12,products/dfv/reduced/prod_262008_red.jpg,0.0,0.0,0.0,Desc. FIP FORTE DE 00 A 04 KG. X 1 PIP.,"Fluazurón 2,5 % Imidacloprid 6 %, Permetrina 30 %.","Antiparasitario externo y sistémico, pulguicida, garrapaticida, para caninos.",262008,,2025-08-04 04:02:27.740999+00,4.0,19,1
451,IDOCARB12 X 20 ML.,2024-05-12,products/dfv/reduced/prod_262152_red.jpg,0.0,0.0,0.0,Desc. IDOCARB12 X 20 ML.,"Imidocarb Dipropionato 12%, Cianocobalamina 0,005%.",Hemoparasiticida,262152,,2025-08-04 04:02:31.964761+00,2.0,19,1
47,"EPITELIZANTE OCULAR UNG. X 3,5 GR.",2024-02-01,products/dfv/reduced/prod_120106_red.jpg,0.0,0.0,0.0,"Desc. EPITELIZANTE OCULAR UNG. X 3,5 GR.","Vitamina A palmitato: 1 g - Vitamina E acetato: 0,1 g - Caseina hidrolizada: 2,5 g.",Ungüento oftálmico estéril.,120106,,2025-08-04 04:01:00.52016+00,2.0,8,1
74,ECTHOL GMP PERROS H/60 KG.,2024-02-01,products/dfv/reduced/prod_120219_red.jpg,0.0,0.0,0.0,Desc. ECTHOL GMP PERROS H/60 KG.,Imidacloprid 100 mg. Cifenotrina 400 mg.,"Pulg, garrap y repelente de insectos con acción residual.",120219,,2025-08-04 04:01:15.252171+00,4.0,8,1
496,BARBITOL 60 MG X 30 COMP.,2024-05-12,products/dfv/reduced/prod_262323_red.jpg,0.0,0.0,0.0,Desc. BARBITOL 60 MG X 30 COMP.,Fenobarbital 60 mg.,Anestésicos - Tranquilizantes - Analgésicos,262323,,2025-08-04 04:02:34.56844+00,2.0,19,1
498,IVERMEX JERINGA X 12 ML,2024-05-12,products/dfv/reduced/prod_262333_red.jpg,0.0,0.0,0.0,Desc. IVERMEX JERINGA X 12 ML,"Ivermectina 1%, Praziquantel 5%",Endectocida oral saborizado,262333,,2025-08-04 04:02:34.833575+00,3.0,19,1
547,APOQUEL 16 MG X 20 COMP.,2024-05-12,products/dfv/reduced/prod_283552_red.jpg,0.0,0.0,0.0,Desc. APOQUEL 16 MG X 20 COMP.,Oclacitinib,Tratamiento del prurito relacionado con dermatitis alérgica en perros y manifestaciones clínicas de la dermatitis atópica en perros. ,283552,,2025-08-04 04:02:37.325284+00,2.0,20,1
160,FORT-E-PEN INY. X 100 ML.,2024-02-16,products/dfv/reduced/prod_60169_red.jpg,0.0,0.0,0.0,Desc. FORT-E-PEN INY. X 100 ML.,Bencilpenicilina benzatínica 10 g. Bencilpenicilina proc. 10 g. Dihidroestreptomicina sulf. 16400000 UI.,Antibiótico de amplio espectro.,60169,,2025-08-04 04:02:41.56605+00,2.0,9,1
793,LIBRELA 05 A 10KG CAJA X 2 VIALES 5MG.,2025-04-25,products/dfv/reduced/prod_90101_red.jpg,0.0,0.0,0.0,Desc. LIBRELA 05 A 10KG CAJA X 2 VIALES 5MG., Bedinvetmab – Antiinflamatorio / Analgésico monoclonal, Alivio del dolor por osteoartritis,90101,,2025-08-04 04:02:44.655484+00,1.0,20,1
940,CREDELIO PACK X 3 H/ 11 KG. 225 MG.,2025-07-12,enterprises/logo_redondo.jpg,0.0,0.0,0.0,Desc. CREDELIO PACK X 3 H/ 11 KG. 225 MG.,Lotilaner.,Pulguicida y Garrapaticida  Perros,81030,,2025-08-04 04:01:19.007332+00,4.0,1598,1
848,ADVANTAGE GATO H4 KG X 1 PIP.,2025-07-12,products/dfv/reduced/prod_200858_red.jpg,0.0,0.0,0.0,Desc. ADVANTAGE GATO H4 KG X 1 PIP.,Imidacloprid 10%,Antiparasitario externo,200858,,2025-08-04 04:01:50.054202+00,4.0,1598,1
868,FIDER POINT 21-40 KG.,2025-07-12,products/dfv/reduced/prod_210062_red.jpg,0.0,0.0,0.0,Desc. FIDER POINT 21-40 KG.,"Imidacloprid, Permetrina, Piperonil Butóxido.","Antiparasitario externo contra pulgas, garrapatas.",210062,,2025-08-04 04:01:50.871604+00,4.0,1599,1
922,FIPRO LABYES GATO,2025-07-12,products/dfv/reduced/prod_210254_red.jpg,0.0,0.0,0.0,Desc. FIPRO LABYES GATO,Fipronil,"Antiparasitario externo contra pulgas, garrapatas.",210254,,2025-08-04 04:01:54.198743+00,4.0,1599,1
383,ALBEX X 10 COMP FP,2024-05-12,products/dfv/reduced/prod_2620100_red.jpg,0.0,0.0,0.0,Desc. ALBEX X 10 COMP FP,"Albendazol 500 mg, Praziquantel 50 mg.",Antiparasitario interno de amplio espectro.,2620100,,2025-08-04 04:02:27.892664+00,3.0,19,1
449,EUTANASICO ZOOVET X 15 ML.,2024-05-12,products/dfv/reduced/prod_262153_red.jpg,0.0,0.0,0.0,Desc. EUTANASICO ZOOVET X 15 ML.,"Pentobarbital Sódico 39%, Difenilhidantoina 5%.",Barbitúrico - Agente eutanásico,262153,,2025-08-04 04:02:32.110115+00,2.0,19,1
478,LINCO 300 X 100 ML,2024-05-12,products/dfv/reduced/prod_262245_red.jpg,0.0,0.0,0.0,Desc. LINCO 300 X 100 ML,Lincomicina (como Clorhidrato) 30 %,Antibiótico - Lincosamida,262245,,2025-08-04 04:02:34.370717+00,2.0,19,1
590,BARBITOL 30 MG X 30 COMP,2024-08-06,products/dfv/reduced/prod_262325_red.jpg,0.0,0.0,0.0,Desc. BARBITOL 30 MG X 30 COMP,Fenobarbital 30 mg.,Anestésicos - Tranquilizantes - Analgésicos,262325,,2025-08-04 04:02:34.662372+00,1.0,19,1
599,FLUIDO SPINEDA X 250 ML (L.V),2024-09-19,,0.0,0.0,0.0,Desc. FLUIDO SPINEDA X 250 ML (L.V),,,3500001,,2025-08-04 04:01:13.530545+00,2.0,707,1
548,SIMPARICA  10 MG 2.5 A 5 KG,2024-05-12,products/dfv/reduced/prod_283555_red.jpg,0.0,0.0,0.0,Desc. SIMPARICA  10 MG 2.5 A 5 KG,Sarolaner,"Antiparasitario externo, pulguicida y garrapaticida",283555,,2025-08-04 04:02:37.451325+00,4.0,20,1
162,KIL P-G TALCO X 100 GR,2024-02-16,products/dfv/reduced/prod_60170_red.jpg,0.0,0.0,0.0,Desc. KIL P-G TALCO X 100 GR,Carbaryl 5 %,"Pulguicida y garrapaticida, para caninos y felinos.",60170,,2025-08-04 04:02:41.629032+00,4.0,9,1
806,EQVALAN GOLD PASTA X 1 JGA.,2025-05-08,products/dfv/reduced/prod_90051_red.jpg,0.0,0.0,0.0,Desc. EQVALAN GOLD PASTA X 1 JGA.,"Ivermectina 1,55 g. Praziquantel 7,75 g.",Antiparasitario interno de amplio espectro.,90051,,2025-08-04 04:02:44.646485+00,3.0,1513,1
414,ENTEROPLUS JARABE X 50 ML.,2024-05-12,enterprises/Integhra-Logo-CEVA.jpg,0.0,0.0,0.0,Desc. ENTEROPLUS JARABE X 50 ML.,"Enrofloxacina 2,5%; Ftalilsulfatiazol 12,5%; Carbón de café 2,5%; Dimetilpolisiloxano activado 5%; Dextrosa 50%",Bacteriostático intestinal.,262067,,2025-08-04 04:00:52.537407+00,2.0,19,1
941,CREDELIO PACK X 3 H/ 45 KG. 900 MG.,2025-07-12,enterprises/logo_redondo.jpg,0.0,0.0,0.0,Desc. CREDELIO PACK X 3 H/ 45 KG. 900 MG.,Lotilaner.,Pulguicida y Garrapaticida  Perros,81032,,2025-08-04 04:01:19.030045+00,4.0,1598,1
81,TOTAL FULL LC H/10 KG. X 2 COMP. PALAT.,2024-02-01,products/dfv/reduced/prod_120350_red.jpg,0.0,0.0,0.0,Desc. TOTAL FULL LC H/10 KG. X 2 COMP. PALAT.,Praziquantel 25 mg. Pirantel base (Como Pamoato) 25 mg. Fenbendazol 250 mg.,Antiparasitario interno palatable de amplio espectro. Sistema de Liberación Prolongada.,120350,,2025-08-04 04:01:20.588488+00,3.0,8,1
276,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,998405,,2024-05-09 04:00:55.039308+00,,3,0
784,BASKEN HOSP. DOBLE 60 X 60 COMP.,2025-02-04,products/dfv/reduced/prod_1701003_red.jpg,0.0,0.0,0.0,Desc. BASKEN HOSP. DOBLE 60 X 60 COMP.,,,1701003,,2025-08-04 04:01:44.945237+00,1.0,1070,1
869,FIDER POINT 41-60 KG.,2025-07-12,products/dfv/reduced/prod_210063_red.jpg,0.0,0.0,0.0,Desc. FIDER POINT 41-60 KG.,"Imidacloprid, Permetrina, Piperonil Butóxido.","Antiparasitario externo contra pulgas, garrapatas.",210063,,2025-08-04 04:01:50.957074+00,4.0,1599,1
513,ROCHY PASTA  450 GR       CURABICHERA,2024-05-12,enterprises/Integhra-Logo-CEVA.jpg,0.0,0.0,0.0,Desc. ROCHY PASTA  450 GR       CURABICHERA," Fipronil 0,25 g, Clorhexidina acetato 0,50 g",Antiparasitario externo - Curabicheras - Antimicrobiano - Cicatrizante,262791,,2025-08-04 04:00:58.659993+00,4.0,19,1
923,OCUBIOTIC CON ESTEROIDES X 5 ML.,2025-07-12,products/dfv/reduced/prod_210500_red.jpg,0.0,0.0,0.0,Desc. OCUBIOTIC CON ESTEROIDES X 5 ML.,"Bacitracina 400 UI, Neomicina 5 mg, Polimixina B 10000 UI, Benzocaína 10 mg, Hidrocortisona 10 mg","Colirio antibiótico, antiinflamatorio, analgésico, antipruriginoso, anestésico.",210500,,2025-08-04 04:01:54.330539+00,2.0,1599,1
385,FIP FORTE DE 24 A 40 KG. X 1 PIP.,2024-05-12,products/dfv/reduced/prod_262011_red.jpg,0.0,0.0,0.0,Desc. FIP FORTE DE 24 A 40 KG. X 1 PIP.,"Fluazurón 2,5 % Imidacloprid 6 %, Permetrina 30 %.","Antiparasitario externo y sistémico, pulguicida, garrapaticida, para caninos.",262011,,2025-08-04 04:02:27.92747+00,4.0,19,1
849,K-OTHRINA FOG 220 CM3 / 128 GR.,2025-07-12,enterprises/logo_redondo.jpg,0.0,0.0,0.0,Desc. K-OTHRINA FOG 220 CM3 / 128 GR.,,,200902,,2025-08-04 04:00:34.626864+00,2.0,1598,1
450,FELIWAY SPRAY X 60 ML.,2024-05-12,products/dfv/reduced/prod_262154_red.jpg,0.0,0.0,0.0,Desc. FELIWAY SPRAY X 60 ML.,Feromonas,"Solución excelente para que los gatos se sientan cómodos en casa y prevenir comportamientos como el marcaje con orina, que arañen los muebles o se escondan",262154,,2025-08-04 04:02:32.32215+00,2.0,19,1
591,BARBITOL 90 MG X 30 COMP.,2024-08-06,products/dfv/reduced/prod_262326_red.jpg,0.0,0.0,0.0,Desc. BARBITOL 90 MG X 30 COMP.,Fenobarbital 90 mg.,Anestésicos - Tranquilizantes - Analgésicos,262326,,2025-08-04 04:02:34.792317+00,1.0,19,1
552,SIMPARICA  80 MG 20 A 40 KG.,2024-05-12,products/dfv/reduced/prod_283558_red.jpg,0.0,0.0,0.0,Desc. SIMPARICA  80 MG 20 A 40 KG.,Sarolaner,"Antiparasitario externo, pulguicida y garrapaticida",283558,,2025-08-04 04:02:37.531655+00,4.0,20,1
163,FENOBARBITAL P-G 40 MG. X 30 COMP.,2024-02-16,products/dfv/reduced/prod_60171_red.jpg,0.0,0.0,0.0,Desc. FENOBARBITAL P-G 40 MG. X 30 COMP.,Fenobarbital 40 mg / comp,Anticonvulsivante,60171,,2025-08-04 04:02:41.670296+00,2.0,9,1
564,PF GIARDIA VAX X DOSIS,2024-05-12,products/dfv/reduced/prod_901014_red.jpg,0.0,0.0,0.0,Desc. PF GIARDIA VAX X DOSIS,Trofozoitos inactivados de Giardia lamblia.,Vacuna.,901014,,2025-08-04 04:02:44.660918+00,11.0,20,1
89,TOTAL FULL LC GATOS X 2 COMP. PALAT.,2024-02-01,products/dfv/reduced/prod_120353_red.jpg,0.0,0.0,0.0,Desc. TOTAL FULL LC GATOS X 2 COMP. PALAT.,Praziquantel 20 mg. Pirantel base (Como Pamoato) 80 mg. Fenbendazol 200 mg.,Antiparasitario interno palatable de amplio espectro. Sistema de Liberación Prolongada.,120353,,2025-08-04 04:01:22.045587+00,3.0,8,1
93,DOZILAM (MIDAZOLAM 5 MG) X 10 ML.,2024-02-01,products/dfv/reduced/prod_120501_red.jpg,0.0,0.0,0.0,Desc. DOZILAM (MIDAZOLAM 5 MG) X 10 ML.,Midazolam 5 mg/ml.,"Benzodiacepina de acción corta que produce sedación/hipnosis, ansiólisis, relajación muscular y tiene acción anticonvulsivante.",120501,,2025-08-04 04:01:29.546587+00,2.0,8,1
333,RANITIDINA 20 INY. X 50 ML,2024-05-09,products/dfv/reduced/prod_1602045_red.jpg,0.0,0.0,0.0,Desc. RANITIDINA 20 INY. X 50 ML,Ranitidina,Antiácido.,1602045,,2025-08-04 04:01:39.617504+00,2.0,18,1
924,OCUBIOTIC SIN ESTEROIDES X 5 ML,2025-07-12,products/dfv/reduced/prod_210901_red.jpg,0.0,0.0,0.0,Desc. OCUBIOTIC SIN ESTEROIDES X 5 ML,"Bacitracina 400 UI, Neomicina 5 mg, Polimixina B 10000 UI, Benzocaína 10 mg.",Colirio antibiótico.,210901,,2025-08-04 04:01:54.335867+00,2.0,1599,1
343,TONICO TOTAL X 900 ML,2024-05-09,products/dfv/reduced/prod_160230_red.jpg,0.0,0.0,0.0,Desc. TONICO TOTAL X 900 ML,"Vitaminas, aminoácidos y minerales.",Reconstituyente polivitamínico y mineral.,160230,,2025-08-04 04:01:40.614093+00,2.0,18,1
394,P.I.P. PLUS 60 KG. X 1 PIP. FP,2024-05-12,products/dfv/reduced/prod_262032_red.jpg,0.0,0.0,0.0,Desc. P.I.P. PLUS 60 KG. X 1 PIP. FP,"Imidacloprid 8 %, Permetrina 30 %",Antiparasitario externo - Sistémico,262032,,2025-08-04 04:02:28.737031+00,4.0,19,1
452,CICLAR P.A.X 20 ML,2024-05-12,products/dfv/reduced/prod_262155_red.jpg,0.0,0.0,0.0,Desc. CICLAR P.A.X 20 ML,"D+Cloprostenol sódico 26,3 µg","Tratamiento de patologías uterinas en caninos (piómetras, endometritis)",262155,,2025-08-04 04:02:32.105825+00,2.0,19,1
52,OHM JERINGA X 7G (PASTA P/GATOS),2024-02-01,products/dfv/reduced/prod_120122_red.jpg,0.0,0.0,0.0,Desc. OHM JERINGA X 7G (PASTA P/GATOS),"Triptofano 100 mg
Extracto de raíz de Valeriana 50 mg
Teanina 7,5 mg",Biomodulador coadyuvante en el manejo de la ansiedad en pasta palatable.,120122,,2025-08-04 04:01:06.179911+00,2.0,8,1
497,IVERMEX PLUS X 12 ML,2024-05-12,products/dfv/reduced/prod_262334_red.jpg,0.0,0.0,0.0,Desc. IVERMEX PLUS X 12 ML,"Ivermectina 1%, Praziquantel 5%",Endectocida oral saborizado,262334,,2025-08-04 04:02:35.02611+00,3.0,19,1
602,COAGULANTE CHINFIELD X 10 ML.,2024-09-19,,0.0,0.0,0.0,Desc. COAGULANTE CHINFIELD X 10 ML.,,,350102,,2025-08-04 04:01:13.652495+00,2.0,707,1
809,PANTOLIV 20 MG X 30 COMP.,2025-05-13,products/dfv/reduced/prod_160332_red.jpg,0.0,0.0,0.0,Desc. PANTOLIV 20 MG X 30 COMP.,,,160332,,2025-08-04 04:01:43.110427+00,1.0,18,1
